Actions,Level,Digital actions,Industry,Sources,Links,Additional Notes,Action detail,SDGs,Individual/Organization,id,related_industry_org,Related Industry (org only),Column11
International Day for the Elimination of Sexual Violence in Conflict,5,0,,,https://www.un.org/en/observances/end-sexual-violence-in-conflict-day,Add by Hongyi,"Every year, the international day serves as a reminder that we must combat impunity for sexual violence, which has been further obscured by the pandemic, and protect the survivors of such heinous war crimes. As in previous years, the message often focuses on placing survivors at the centre of response, holding perpetrators accountable, and expanding support for people facing such heinous crimes.","5, 10",1,3368,Apply to all organizations,,
International Widow’s Day,5,0,,,https://www.un.org/en/observances/widows-day,Add by Hongyi,"According to the United Nations, there are an estimated 258 million widows around the world, and nearly one in ten live in extreme poverty. Many widowed women face stigma, discrimination and destitution, and are often denied inheritance and rights to property. The day draws attention to the voices and plight of widows, calling for the recognition of their full rights.","5, 10",1,3369,Apply to all organizations,,
International Equal Pay Day,5,0,,,https://www.un.org/en/observances/equal-pay-day/messages,Add by Hongyi,"Why do we need an International Equal Pay Day? Today, women make only 77 cents for every dollar earned by men. As we recover from the pandemic, which has exacerbated the global gender pay gap, the day will focus on the necessary steps needed to ensure equal recognition and pay is at the heart of recovery efforts worldwide.","5, 10",1,3370,Apply to all organizations,,
International Day of the Girl Child,5,0,,,https://www.un.org/en/observances/girl-child-day,Add by Hongyi,"Ten years ago, the UN General Assembly established the international day to recognize girls’ rights and the unique challenges they face around the world. Every year, UNICEF launches an annual campaign with girls to amplify their voices and stand up for their rights.","5, 10",1,3371,Apply to all organizations,,
"UN Security Council Meeting on Women, Peace and Security",5,0,,,https://www.unwomen.org/en/what-we-do/peace-and-security/un-security-council,Add by Hongyi,"Every year, the UN Security Council holds a open debate on Women, Peace and Security – linking gender equality to the maintenance of international peace and security. Over the years, progress on engaging women in peace processes has been slow, although the evidence is clear: involving women in negotiations has led to peace agreements more likely to last 15 years or longer.","5, 10",1,3372,Apply to all organizations,,
International Day for the Elimination of Violence against Women,5,0,,,https://www.un.org/en/observances/ending-violence-against-women-day,Add by Hongyi,"Since the start of lockdowns due to the pandemic, violence against women, especially domestic violence, has intensitfied. In some countries, calls to helplines have increased five-fold, says UN Women.
The international day also marks the launch of 16 Days of Activism that will conclude on Human Rights Day (10 December). Every year, iconic buildings and landmarks will be lit in orange – the colour of the UN campaign on ending violence against women called UNiTE by 2030 to End Violence against Women campaign.","5, 10",1,3373,Apply to all organizations,,
VForVaccinated – A Vaccine Confidence Campaign ,5,0,,,https://www.un.org/sustainabledevelopment/goal-of-the-month-february-2021/,Add by Hongyi,"UNICEF recently launched V For Vaccinated, a global social media vaccine confidence campaign.
UNICEF is calling on people to post a picture of themselves holding up the v-sign after they’ve been vaccinated - along with a message on why the vaccination is important to them.",3,1,3374,Health care and social assistance,,
World Day of Social Justice,5,0,,,https://www.un.org/en/observances/social-justice-day,Add by Hongyi,"On the World Day of Social Justice, help us to amplify the call for action for greater equality in the world.",10,1,3375,Apply to all organizations,,
Commission on Social Development,5,0,,,https://www.un.org/development/desa/dspd/united-nations-commission-for-social-development-csocd-social-policy-and-development-division/csocd59.html,Add by Hongyi,"The two-week long annual session of the UN Commission will look at how digital technologies can be harnessed to support human development, now more than ever.","3, 9",1,3376,Professional services,,
Commission on the Status of Women,5,0,,,https://trello.com/b/5zuLFXZ1/generation-equality,Add by Hongyi,The annual Commission on the Status of Women (CSW) will focus on the need for women's full and effective participation and decision-making in public life. UN Women also plans to convene its Generation Equality Forum which will take stock of progress and chart the way forward to realize gender equality before 2030. The global multistakeholder gathering will kick-off in Mexico City from 29 to 31 March and culminate in Paris in June,"5, 10",1,3377,Apply to all organizations,,
UN Biodiversity Conference,5,0,,,https://www.unep.org/events/conference/un-biodiversity-conference-cop-15,Add by Hongyi,"The UN Biodiversity Conference will be a critical opportunity to negotiate and adopt a new global biodiversity framework - that can advance progress on the conservation, restoration, and sustainable and equitable use of biodiversity. It will also highlight the importance of placing nature-based solutions at the heart of the global development agenda.","14, 15",1,3378,Public administration and safety,,
Ocean Conference,5,0,,,https://trello.com/b/qW96grxN/2022-un-ocean-conference,Add by Hongyi,"The Ocean Conference will be a call for action - urging global leaders and all decision-makers to boost ambition, mobilize partnerships and increase investment in science-driven and innovative approaches as well as employ nature-based solutions to reverse the decline in ocean health.",14,1,3379,Public administration and safety,,
Sustainable Transport Conference,5,0,,,https://www.un.org/en/conferences/transport2021,Add by Hongyi,"The second conference on sustainable transportation, convened by the UN Secretary-General and originally scheduled for 2020, will allow global leaders to make bold and innovative steps in rethinking transport systems from design, technology, road safety to consumption patterns. It will strengthen commitments for greater investment in greener, more sustainable transport systems.","1, 7, 11, 9, ",1,3380,"Transport, postal and warehousing",,
Food Systems Summit,5,0,,,https://www.un.org/en/food-systems-summit,Add by Hongyi,"The Summit and its ongoing Dialogues highlight the fact that we all must work together to transform the way the world produces, consumes and thinks about food. It is a summit for everyone everywhere – a people’s summit. It is also a solutions summit that will require everyone to take action to transform the world’s food systems.","2, 3, 6, 9, 12, 7",1,3381,Accommodation and food services,,
High-level Dialogue on Energy,5,0,,,https://www.un.org/en/conferences/energy2021,Add by Hongyi,"The first global gathering on energy since the UN Conference on New and Renewable Sources of Energy in 1981 aims to catalyze innovative solutions, investments and multi-stakeholder partnerships in support of the Sustainable Development Goals and Paris Agreement on Climate Change.","7, 11, 12, 9, 3",1,3382,"Electricity, gas, water and waste services",,
UN Climate Change Conference,5,0,,,https://ukcop26.org/,Add by Hongyi,"COP26 will be a key moment for the implementation of the Paris Agreement on Climate Change, which was adopted at COP21 and every five years requires parties to present more ambitious nationally determined contributions to cutting greenhouse-gas emissions. Hosted by the UK in Glasgow, the conference will review progress made toward net zero emissions, and accelerate further action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change.","3, 13, 14, 15",1,3383,Apply to all organizations,,
World AIDS Day,5,0,,,https://www.unaids.org/en/World_AIDS_Day,Add by Hongyi,"Every year, World AIDS Day calls for support for people living with and affected by HIV, and for remembering those who lost their lives to AIDS. As we mark the day during the devastating COVID-19 pandemic, we have an opportunity to reflect on the importance of “Global Solidarity, Shared Responsibility.”",3,1,3384,Health care and social assistance,,
UN Conference on Disabilities,5,0,,,https://www.un.org/development/desa/disabilities/conference-of-states-parties-to-the-convention-on-the-rights-of-persons-with-disabilities-2/cosp13.html,Add by Hongyi,"13th session of the Conference of States Parties to the CRPD (30 November, 1 and 3 December 2020): is considered one of the world’s largest events focusing on disability issues. It will particularly look at the rights and needs of older people with disabilities as well as the opportunity for all persons with disabilities to live, work and thrive in inclusive and accessible environments.
The event will also mark the International Day of Persons with Disabilities on 3 December under the theme, “Building Back Better: toward a disability-inclusive, accessible and sustainable post COVID-19 World.”","3, 4, 5, 8, 10, 11",1,3385,"	Professional services",,
World Soil Day,5,0,,,https://www.fao.org/world-soil-day/en/,Add by Hongyi,"World Soil Day 2020 (#WorldSoilDay) and its campaign ""Keep soil alive, Protect soil biodiversity"" aims to raise awareness of the importance of maintaining healthy ecosystems and human well-being by addressing the growing challenges in soil management, fighting soil biodiversity loss, increasing soil awareness and encouraging governments, organizations, communities and individuals around the world to commit to proactively improving soil health.","2, 3, 6, 12, 13, 15",1,3386,"	Agriculture, forestry and fishing",,
Climate Ambition Summit,5,0,,,https://trello.com/b/Ll2VyfTY/climate-ambition-summit,Add by Hongyi,"On Saturday, 12 December, we will have a special event to mark the five-year anniversary of the adoption of the Paris Agreement on climate change. Co-hosted by the SG, the UK and France, and in partnership with Chile and Italy, the Climate Ambition Summit will bring together world leaders, and leaders of non-state actors, who will demonstrate new, enhanced ambition. The event, which will be virtual, will set the tone for our drive to increase action and ambition as we move toward COP26.","1, 2, 3, 4, 12, 13",1,3387,Apply to all organizations,,
Climate Action Superheroes,5,0,,,https://trello.com/b/tMuQ5eEi/climate-superheroes,Add by Hongyi,Empowering children to be heroic leaders for change and believe in the impact they can have on the planet is crucial. Our Climate Action Superheroes aim to engage and educate children on how to get involved with the Sustainable Development Goals. Each of the missions has downloadable content including activities to be done by the child with the help of an adult.,"1, 2, 3, 4, 12, 13",1,3388,Education and training,,
Human Rights Day,5,0,,,"https://trello.com/b/WWGexSik/human-rights-day-2020-recover-better-stand-up-for-human-rights
https://www.un.org/en/observances/human-rights-day",Add by Hongyi,"This year’s Human Rights Day, to be marked under the theme “Recover Better – Stand Up for Human Rights,” will focus on how human rights need to be at the heart of COVID-19 recovery efforts. It will be an opportunity to advocate for equal opportunities for all, address the failures exposed and exploited by COVID-19, and apply human rights standards to tackle entrenched, systematic, and intergenerational inequalities, exclusion and discrimination.","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16",1,3389,Apply to all organizations,,
International Universal Health Coverage Day,5,0,,,"https://universalhealthcoverageday.org/
https://www.un.org/en/observances/universal-health-coverage-day",Add by Hongyi,"As a timely commemoration, the day will stress the need for strong, equitable and resilient health systems and universal health coverage as we put in place sustainable plans to recover and rebuild from the pandemic. The theme, “Health for all: Protect Everyone,” will focus on the fundamental need to ensure that everyone, everywhere, must access quality essential health services without suffering financial hardship. This year, in the context of COVID-19, the theme will be, “Health for all: protect everyone.”","1, 2, 3",1,3390,Health care and social assistance,,
